token,model,logprob_sum,count
684,delphi-llama2-200k,-532.5357352029532,268
1664,delphi-llama2-200k,-133.22147135576233,206
2558,delphi-llama2-200k,-723.196248292923,97
618,delphi-llama2-200k,-199.35199559293687,131
3796,delphi-llama2-200k,-111.61362046003342,136
3631,delphi-llama2-200k,-491.0943029522896,155
927,delphi-llama2-200k,-973.4569606278092,620
1623,delphi-llama2-200k,-1653.0704290047288,564
1278,delphi-llama2-200k,-1265.3644723296165,197
3079,delphi-llama2-200k,-1332.5001252889633,205
1040,delphi-llama2-200k,-3400.1883135479875,1821
297,delphi-llama2-200k,-5380.455757565796,1112
1240,delphi-llama2-200k,-227.1664736820385,146
1969,delphi-llama2-200k,-1292.8034670520574,399
1780,delphi-llama2-200k,-1589.8366374596953,485
3001,delphi-llama2-200k,-833.6204488240182,231
2281,delphi-llama2-200k,-117.66145930066705,48
2216,delphi-llama2-200k,-91.47819866612554,82
2724,delphi-llama2-200k,-1351.3162260055542,194
1329,delphi-llama2-200k,-155.006270814687,158
2050,delphi-llama2-200k,-1004.8914149943739,439
2740,delphi-llama2-200k,-1422.3487503528595,216
935,delphi-llama2-200k,-264.6211599907838,288
1501,delphi-llama2-200k,-282.13178977184,234
998,delphi-llama2-200k,-275.7346870005131,70
1081,delphi-llama2-200k,-999.6082611083984,172
1286,delphi-llama2-200k,-1460.8084520101547,308
2792,delphi-llama2-200k,-601.3203635960817,215
2173,delphi-llama2-200k,-1097.4880304560065,350
2423,delphi-llama2-200k,-972.7481013536453,275
2777,delphi-llama2-200k,-28.789014250040054,23
3745,delphi-llama2-200k,-485.6537452749908,104
3028,delphi-llama2-200k,-387.4592585489154,120
1277,delphi-llama2-200k,-688.9052902050316,167
2642,delphi-llama2-200k,-120.71085745445453,136
2850,delphi-llama2-200k,-256.8058657050133,209
2331,delphi-llama2-200k,-1060.7656970210373,388
3446,delphi-llama2-200k,-500.5885791108012,137
1711,delphi-llama2-200k,-376.87279319763184,60
774,delphi-llama2-200k,-347.87321979366243,167
3902,delphi-llama2-200k,-865.4072353839874,128
1324,delphi-llama2-200k,-93.72645253688097,52
3217,delphi-llama2-200k,-757.697753995657,176
3044,delphi-llama2-200k,-63.25017176568508,47
2988,delphi-llama2-200k,-714.1972736157477,165
3766,delphi-llama2-200k,-752.5638436675072,125
3599,delphi-llama2-200k,-996.2928075790405,136
1111,delphi-llama2-200k,-203.45279548782855,134
2431,delphi-llama2-200k,-1870.152766764164,396
2085,delphi-llama2-200k,-2368.695950716734,449
3190,delphi-llama2-200k,-1139.2959241867065,179
2894,delphi-llama2-200k,-1296.1541121006012,234
1583,delphi-llama2-200k,-4419.814939618111,784
2573,delphi-llama2-200k,-604.0590260007884,253
389,delphi-llama2-200k,-268.60799553990364,148
1512,delphi-llama2-200k,-1224.4181821346283,174
1024,delphi-llama2-200k,-1402.9004431255162,848
3912,delphi-llama2-200k,-312.23865781724453,146
1744,delphi-llama2-200k,-1285.8515245122835,567
3643,delphi-llama2-200k,-876.9281862080097,126
2491,delphi-llama2-200k,-331.05795072671026,116
2668,delphi-llama2-200k,-648.6744799353182,247
2204,delphi-llama2-200k,-1941.142493724823,339
942,delphi-llama2-200k,-1043.4446706920862,214
2911,delphi-llama2-200k,-939.9106721580029,197
3385,delphi-llama2-200k,-1318.0110961198807,202
2686,delphi-llama2-200k,-1194.352002909407,276
2282,delphi-llama2-200k,-2342.2707063555717,387
1834,delphi-llama2-200k,-1556.7627355288714,388
1591,delphi-llama2-200k,-553.020979902707,308
3685,delphi-llama2-200k,-785.7460269927979,152
2418,delphi-llama2-200k,-1963.247011423111,297
816,delphi-llama2-200k,-2784.0850890874863,419
918,delphi-llama2-200k,-333.8749597989954,303
2303,delphi-llama2-200k,-1304.3658513161354,351
1905,delphi-llama2-200k,-1119.6224021520466,472
2753,delphi-llama2-200k,-1423.9990456104279,229
1013,delphi-llama2-200k,-25.13527202606201,2
404,delphi-llama2-200k,-938.6138917207718,138
1147,delphi-llama2-200k,-435.41957718133926,62
608,delphi-llama2-200k,-468.74402775708586,261
2805,delphi-llama2-200k,-713.5100823640823,196
2021,delphi-llama2-200k,-1018.7321854233742,254
2883,delphi-llama2-200k,-1500.4598870277405,208
3132,delphi-llama2-200k,-586.1167574506253,204
2158,delphi-llama2-200k,-1692.8505885861814,397
2738,delphi-llama2-200k,-1442.7142860889435,223
3387,delphi-llama2-200k,-640.7603199221194,176
749,delphi-llama2-200k,-833.7019631266594,129
593,delphi-llama2-200k,-117.5072894692421,20
2875,delphi-llama2-200k,-195.45657747983932,59
2962,delphi-llama2-200k,-604.9482596069574,160
1830,delphi-llama2-200k,-2055.6866095513105,519
3507,delphi-llama2-200k,-658.3922972306609,206
1123,delphi-llama2-200k,-434.12893640995026,54
2210,delphi-llama2-200k,-2521.647216320038,389
2240,delphi-llama2-200k,-619.9610409736633,86
1792,delphi-llama2-200k,-114.10601043701172,12
3356,delphi-llama2-200k,-781.0379185676575,165
2531,delphi-llama2-200k,-1109.0056205391884,283
2994,delphi-llama2-200k,-916.5054864883423,178
3764,delphi-llama2-200k,-254.16734245233238,111
3703,delphi-llama2-200k,-830.2535202503204,134
2327,delphi-llama2-200k,-114.66110292635858,110
1899,delphi-llama2-200k,-1458.7532537057996,397
3926,delphi-llama2-200k,-742.3420678377151,104
373,delphi-llama2-200k,-292.0123354832176,261
1363,delphi-llama2-200k,-2650.3307096511126,1074
1612,delphi-llama2-200k,-279.9446230698377,215
866,delphi-llama2-200k,-1310.8444921970367,194
2429,delphi-llama2-200k,-1212.3289046287537,150
537,delphi-llama2-200k,-73.03113525919616,69
3191,delphi-llama2-200k,-991.713662981987,147
3109,delphi-llama2-200k,-1274.1623616218567,186
2983,delphi-llama2-200k,-703.2509924508631,213
2047,delphi-llama2-200k,-103.27919161319733,18
2246,delphi-llama2-200k,-771.6044769287109,377
2276,delphi-llama2-200k,-144.5954054261092,166
2766,delphi-llama2-200k,-882.3450009822845,237
2714,delphi-llama2-200k,-970.8667725622654,241
1250,delphi-llama2-200k,-819.6357169263065,211
2869,delphi-llama2-200k,-525.8978345077485,193
3623,delphi-llama2-200k,-375.90866151452065,137
3840,delphi-llama2-200k,-80.35071900486946,112
2074,delphi-llama2-200k,-1117.9243262005039,397
1966,delphi-llama2-200k,-547.2722349464893,208
2424,delphi-llama2-200k,-171.26103794481605,121
3062,delphi-llama2-200k,-908.3250865936279,183
2612,delphi-llama2-200k,-1163.123024230823,303
2521,delphi-llama2-200k,-1642.612206041813,265
2739,delphi-llama2-200k,-1251.6598398685455,200
3704,delphi-llama2-200k,-612.1443506479263,102
2569,delphi-llama2-200k,-727.6178502812982,112
2705,delphi-llama2-200k,-905.2532042786479,245
2876,delphi-llama2-200k,-758.7139551714063,202
3304,delphi-llama2-200k,-1000.2469523251057,168
3326,delphi-llama2-200k,-1046.1108393669128,166
1872,delphi-llama2-200k,-403.3449637927115,145
3297,delphi-llama2-200k,-1160.1159372329712,157
4020,delphi-llama2-200k,-732.9944554567337,111
2896,delphi-llama2-200k,-905.177953004837,210
2442,delphi-llama2-200k,-1293.7793714627624,301
3407,delphi-llama2-200k,-398.2044785246253,108
744,delphi-llama2-200k,-1105.4898599237204,179
2321,delphi-llama2-200k,-1233.7403255738318,425
2952,delphi-llama2-200k,-895.7366182804108,187
2580,delphi-llama2-200k,-1147.9813732355833,335
3893,delphi-llama2-200k,-408.42493700422347,112
4012,delphi-llama2-200k,-663.559449672699,98
3587,delphi-llama2-200k,-972.3175007998943,180
2701,delphi-llama2-200k,-670.1509465686977,238
1937,delphi-llama2-200k,-1910.821206599474,468
2288,delphi-llama2-200k,-1317.8193089962006,187
3969,delphi-llama2-200k,-27.893669507000595,108
994,delphi-llama2-200k,-420.56476292200387,122
2622,delphi-llama2-200k,-883.8483596965671,263
3374,delphi-llama2-200k,-966.0512750148773,187
3678,delphi-llama2-200k,-214.80201052501798,133
2600,delphi-llama2-200k,-1147.7668256759644,211
2035,delphi-llama2-200k,-481.9283661842346,58
1638,delphi-llama2-200k,-1098.487474873662,358
2630,delphi-llama2-200k,-124.15206841379404,106
2563,delphi-llama2-200k,-61.50963691144716,97
2836,delphi-llama2-200k,-1342.7424746751785,205
1069,delphi-llama2-200k,-102.12300844490528,65
3870,delphi-llama2-200k,-518.6616456508636,86
2335,delphi-llama2-200k,-1969.8887014389038,312
2816,delphi-llama2-200k,-1587.495502948761,204
2449,delphi-llama2-200k,-1884.709835022688,296
2702,delphi-llama2-200k,-659.5072666062042,258
1472,delphi-llama2-200k,-1125.3136525452137,184
1948,delphi-llama2-200k,-510.84028789401054,124
1163,delphi-llama2-200k,-289.5805130004883,38
2251,delphi-llama2-200k,-1640.6513562500477,331
526,delphi-llama2-200k,-238.4293536543846,80
3851,delphi-llama2-200k,-687.5125618577003,127
3563,delphi-llama2-200k,-1186.5551319122314,169
1815,delphi-llama2-200k,-1261.1224508285522,155
1188,delphi-llama2-200k,-231.02328836545348,74
2804,delphi-llama2-200k,-750.460078895092,200
3368,delphi-llama2-200k,-769.048983335495,141
3743,delphi-llama2-200k,-563.9099552854896,128
2101,delphi-llama2-200k,-1266.1776064001024,331
3680,delphi-llama2-200k,-723.1084607578814,168
2634,delphi-llama2-200k,-830.4427556209266,273
1954,delphi-llama2-200k,-1571.660353809595,332
2833,delphi-llama2-200k,-566.8006520103663,187
2729,delphi-llama2-200k,-666.8548103608191,203
496,delphi-llama2-200k,-3829.0614734590054,766
2364,delphi-llama2-200k,-1597.7689485549927,295
1835,delphi-llama2-200k,-228.67410678369924,112
2576,delphi-llama2-200k,-1132.2249548882246,287
3618,delphi-llama2-200k,-629.886313199997,160
2137,delphi-llama2-200k,-1208.0075946450233,360
1415,delphi-llama2-200k,-1670.3718992322683,258
890,delphi-llama2-200k,-126.30645901104435,125
2234,delphi-llama2-200k,-1621.3266445100307,341
3009,delphi-llama2-200k,-755.058992266655,183
1694,delphi-llama2-200k,-672.8499277532101,94
2275,delphi-llama2-200k,-1747.60007250309,341
3904,delphi-llama2-200k,-283.385426312685,93
977,delphi-llama2-200k,-91.31796274334192,99
3564,delphi-llama2-200k,-337.73581210151315,126
1579,delphi-llama2-200k,-651.134635925293,75
2639,delphi-llama2-200k,-147.23929147422314,47
3799,delphi-llama2-200k,-174.07239612936974,133
3899,delphi-llama2-200k,-759.0855066776276,122
3813,delphi-llama2-200k,-698.2830410003662,134
2562,delphi-llama2-200k,-1573.9489910453558,271
1827,delphi-llama2-200k,-289.1446684105322,241
3549,delphi-llama2-200k,-826.1827291250229,120
4015,delphi-llama2-200k,-752.689525604248,129
3662,delphi-llama2-200k,-534.8305478990078,149
2636,delphi-llama2-200k,-531.1381489336491,126
3433,delphi-llama2-200k,-456.57458558678627,154
3776,delphi-llama2-200k,-583.307265162468,123
1276,delphi-llama2-200k,-206.80977723002434,65
321,delphi-llama2-200k,-760.8812920972705,385
996,delphi-llama2-200k,-157.92081308364868,23
2760,delphi-llama2-200k,-564.3226362988353,237
755,delphi-llama2-200k,-3658.274539589882,549
1686,delphi-llama2-200k,-282.72733680717647,224
2193,delphi-llama2-200k,-182.5470814043656,227
3849,delphi-llama2-200k,-629.0910691730678,139
1875,delphi-llama2-200k,-1223.4991507567465,602
2682,delphi-llama2-200k,-1330.4618027210236,228
512,delphi-llama2-200k,-288.28370336070657,256
3105,delphi-llama2-200k,-1307.9716843366623,187
3505,delphi-llama2-200k,-659.0803224444389,153
880,delphi-llama2-200k,-41.59738134033978,95
2475,delphi-llama2-200k,-1613.4879887104034,316
620,delphi-llama2-200k,-446.7060483433306,129
3439,delphi-llama2-200k,-580.8754301071167,128
405,delphi-llama2-200k,-214.46046800166368,71
352,delphi-llama2-200k,-463.149097526446,304
1575,delphi-llama2-200k,-261.6668611764908,51
2982,delphi-llama2-200k,-8.396528363227844,4
1136,delphi-llama2-200k,-279.4017272591591,57
2728,delphi-llama2-200k,-1213.1452945694327,231
3178,delphi-llama2-200k,-169.38402567710727,165
2179,delphi-llama2-200k,-2414.408300280571,426
1118,delphi-llama2-200k,-895.1220490932465,144
3533,delphi-llama2-200k,-191.15976581886935,155
2743,delphi-llama2-200k,-1369.2388370037079,225
740,delphi-llama2-200k,-236.9279113797238,209
3523,delphi-llama2-200k,-578.0499742887914,181
2495,delphi-llama2-200k,-720.7817593067884,104
2339,delphi-llama2-200k,-26.29282980435528,86
651,delphi-llama2-200k,-171.67499014735222,63
2919,delphi-llama2-200k,-1076.0842661559582,245
2756,delphi-llama2-200k,-807.4049155795947,208
1598,delphi-llama2-200k,-2487.4936541272327,771
3573,delphi-llama2-200k,-745.2828831076622,161
1989,delphi-llama2-200k,-1768.4393657147884,391
1816,delphi-llama2-200k,-450.06819730997086,73
1159,delphi-llama2-200k,-257.32945753866807,153
3937,delphi-llama2-200k,-465.34702994674444,148
1777,delphi-llama2-200k,-1819.6772076487541,258
3640,delphi-llama2-200k,-122.03832953423262,134
481,delphi-llama2-200k,-159.50213239714503,135
3520,delphi-llama2-200k,-786.7983515560627,140
1044,delphi-llama2-200k,-111.54617055505514,199
3202,delphi-llama2-200k,-0.6927072368562222,6
2419,delphi-llama2-200k,-533.859753549099,67
304,delphi-llama2-200k,-1144.1854902012274,766
2688,delphi-llama2-200k,-152.38841592147946,106
2315,delphi-llama2-200k,-2477.653350353241,359
2406,delphi-llama2-200k,-761.3185807261616,300
3242,delphi-llama2-200k,-636.4128539785743,193
859,delphi-llama2-200k,-2008.9163953065872,286
2151,delphi-llama2-200k,-849.7696196231991,297
1065,delphi-llama2-200k,-26.58964768052101,12
2971,delphi-llama2-200k,-488.4671294335276,233
3721,delphi-llama2-200k,-392.6774714849889,125
358,delphi-llama2-200k,-302.0779015910812,129
3156,delphi-llama2-200k,-1295.04203748703,206
760,delphi-llama2-200k,-1177.5273602157831,218
3906,delphi-llama2-200k,-732.3903524577618,154
2476,delphi-llama2-200k,-1041.1776867806911,278
3823,delphi-llama2-200k,-826.8753445148468,127
3940,delphi-llama2-200k,-382.90747517347336,76
3527,delphi-llama2-200k,-101.47999835014343,17
676,delphi-llama2-200k,-302.9449504837394,82
1935,delphi-llama2-200k,-1104.2768276650459,392
4011,delphi-llama2-200k,-786.2818217277527,107
3477,delphi-llama2-200k,-409.15960281714797,106
2374,delphi-llama2-200k,-1914.6364097893238,330
578,delphi-llama2-200k,-1344.818413078785,180
2139,delphi-llama2-200k,-156.18477367423475,192
2902,delphi-llama2-200k,-986.6418779790401,218
2466,delphi-llama2-200k,-1209.947657711804,282
3877,delphi-llama2-200k,-1176.2879920005798,147
392,delphi-llama2-200k,-3584.9891079366207,517
2081,delphi-llama2-200k,-1416.5053159594536,259
1400,delphi-llama2-200k,-1998.9480821285397,501
1531,delphi-llama2-200k,-491.7032373249531,82
3195,delphi-llama2-200k,-32.761781535460614,170
2213,delphi-llama2-200k,-133.72747087478638,17
2901,delphi-llama2-200k,-1427.0003635883331,197
3809,delphi-llama2-200k,-733.3137493729591,104
957,delphi-llama2-200k,-1653.5219684690237,248
2734,delphi-llama2-200k,-1379.5983847379684,231
3384,delphi-llama2-200k,-86.59817516803741,16
2500,delphi-llama2-200k,-1095.401797272265,303
3732,delphi-llama2-200k,-529.5882725529373,129
3787,delphi-llama2-200k,-438.79431865364313,111
3185,delphi-llama2-200k,-439.86608427390456,219
3622,delphi-llama2-200k,-501.0757399201393,132
2268,delphi-llama2-200k,-1288.860985133797,354
2885,delphi-llama2-200k,-1025.8018611799926,189
1460,delphi-llama2-200k,-3460.4832351505756,880
1175,delphi-llama2-200k,-1375.8006907701492,175
1956,delphi-llama2-200k,-210.3018466513604,123
377,delphi-llama2-200k,-181.61667317152023,39
540,delphi-llama2-200k,-431.36466059088707,95
2370,delphi-llama2-200k,-556.7923233509064,94
2176,delphi-llama2-200k,-2024.27631393075,386
1346,delphi-llama2-200k,-532.9958479516208,112
2615,delphi-llama2-200k,-1396.8385356366634,267
2249,delphi-llama2-200k,-60.54652373678982,82
778,delphi-llama2-200k,-194.4194148313254,114
3253,delphi-llama2-200k,-270.58423295244575,104
2460,delphi-llama2-200k,-821.1234748549759,254
4021,delphi-llama2-200k,-397.5488213673234,106
3172,delphi-llama2-200k,-1151.9518043994904,208
3998,delphi-llama2-200k,-684.8763394355774,110
2184,delphi-llama2-200k,-1770.7882568836212,298
423,delphi-llama2-200k,-638.1628029486164,387
1656,delphi-llama2-200k,-1584.86925489828,717
362,delphi-llama2-200k,-131.8169512450695,49
857,delphi-llama2-200k,-66.03446752810851,144
1704,delphi-llama2-200k,-149.7611502688378,269
3674,delphi-llama2-200k,-628.4257705211639,140
3085,delphi-llama2-200k,-904.3081707954407,177
1993,delphi-llama2-200k,-765.3847100734711,82
3457,delphi-llama2-200k,-899.1083425283432,137
4019,delphi-llama2-200k,-944.5066757202148,115
3582,delphi-llama2-200k,-555.8466789089143,147
933,delphi-llama2-200k,-299.2787101659924,267
700,delphi-llama2-200k,-470.10141921043396,71
1722,delphi-llama2-200k,-1617.285313397646,547
1503,delphi-llama2-200k,-901.6106655597687,122
1848,delphi-llama2-200k,-345.83719676733017,119
564,delphi-llama2-200k,-161.46380085591227,245
3822,delphi-llama2-200k,-426.3215780351311,130
2150,delphi-llama2-200k,-190.21193681657314,82
3588,delphi-llama2-200k,-232.97923696041107,43
3874,delphi-llama2-200k,-487.6556751728058,131
1087,delphi-llama2-200k,-448.9648653003387,468
1566,delphi-llama2-200k,-2057.9349902570248,556
2754,delphi-llama2-200k,-1529.4946331977844,214
1701,delphi-llama2-200k,-2278.1629898883402,686
3020,delphi-llama2-200k,-291.080510659609,169
2646,delphi-llama2-200k,-756.8385471068323,190
3993,delphi-llama2-200k,-637.4085247516632,115
1361,delphi-llama2-200k,-130.45677988696843,153
1253,delphi-llama2-200k,-242.20759495627135,170
3847,delphi-llama2-200k,-486.119998216629,122
1876,delphi-llama2-200k,-180.66359794326127,122
1161,delphi-llama2-200k,-615.1345817744732,216
3155,delphi-llama2-200k,-955.3697111606598,174
3140,delphi-llama2-200k,-598.812318129465,198
2253,delphi-llama2-200k,-895.1839098930359,156
3736,delphi-llama2-200k,-715.5922971963882,126
2635,delphi-llama2-200k,-1295.434624671936,235
2844,delphi-llama2-200k,-738.0471683144569,209
2631,delphi-llama2-200k,-975.5136695494875,303
1996,delphi-llama2-200k,-50.98521484527737,60
409,delphi-llama2-200k,-474.9764189720154,51
1150,delphi-llama2-200k,-10.120277369394898,75
2764,delphi-llama2-200k,-1945.7965302467346,276
2201,delphi-llama2-200k,-1266.5838769916445,397
1874,delphi-llama2-200k,-324.566031685099,268
2262,delphi-llama2-200k,-688.6796518713236,318
2007,delphi-llama2-200k,-103.42982081323862,92
3509,delphi-llama2-200k,-539.9306222051382,165
3198,delphi-llama2-200k,-68.63381576538086,16
2485,delphi-llama2-200k,-900.4282569661736,280
2228,delphi-llama2-200k,-2040.5546038150787,341
2904,delphi-llama2-200k,-1436.147799551487,234
402,delphi-llama2-200k,-1373.7758452892303,182
2087,delphi-llama2-200k,-437.0872059762478,101
1890,delphi-llama2-200k,-872.0351922400296,349
3579,delphi-llama2-200k,-85.34330105781555,15
2819,delphi-llama2-200k,-1500.8072731494904,232
3992,delphi-llama2-200k,-569.643571138382,114
2960,delphi-llama2-200k,-750.9607425518334,219
2041,delphi-llama2-200k,-2063.5140868872404,469
1518,delphi-llama2-200k,-878.6418201513588,182
3733,delphi-llama2-200k,-763.7138637676835,193
3887,delphi-llama2-200k,-910.7544977664948,128
2661,delphi-llama2-200k,-1633.2083616256714,250
490,delphi-llama2-200k,-1476.2924041971564,227
3884,delphi-llama2-200k,-363.02513132058084,126
2017,delphi-llama2-200k,-1145.4338807798922,432
2348,delphi-llama2-200k,-60.283668539486825,147
2079,delphi-llama2-200k,-28.616297664877493,136
943,delphi-llama2-200k,-372.8126948848367,161
1610,delphi-llama2-200k,-350.0452917665243,114
2779,delphi-llama2-200k,-1304.8503165245056,220
