token,model,logprob_sum,count
3901,delphi-llama2-800k,-436.43529421137646,149
641,delphi-llama2-800k,-333.3339011541102,202
1519,delphi-llama2-800k,-49.19813161055208,180
3980,delphi-llama2-800k,-443.11036927998066,136
2380,delphi-llama2-800k,-25.096894957125187,58
2726,delphi-llama2-800k,-1114.3271096292883,206
3138,delphi-llama2-800k,-53.8539389045327,171
3045,delphi-llama2-800k,-918.1587743759155,175
2506,delphi-llama2-800k,-304.12075242958963,313
2977,delphi-llama2-800k,-71.02199041820131,62
2598,delphi-llama2-800k,-536.5365833640099,190
2662,delphi-llama2-800k,-514.1438525156118,249
1997,delphi-llama2-800k,-613.1586252748966,157
2304,delphi-llama2-800k,-324.64447755229776,296
2060,delphi-llama2-800k,-73.50184104392247,107
2369,delphi-llama2-800k,-613.5306439250708,295
3793,delphi-llama2-800k,-542.8491991115734,187
2795,delphi-llama2-800k,-452.9535122923553,171
750,delphi-llama2-800k,-679.3918340380769,242
1210,delphi-llama2-800k,-31.392471844359534,73
2174,delphi-llama2-800k,-12.82166891824454,18
1244,delphi-llama2-800k,-422.36074055731297,86
3752,delphi-llama2-800k,-486.76062709465623,138
3595,delphi-llama2-800k,-349.2699001078727,138
2382,delphi-llama2-800k,-18.202399767003953,11
3960,delphi-llama2-800k,-67.53514439309947,129
2175,delphi-llama2-800k,-812.4870879226364,399
2438,delphi-llama2-800k,-568.3606464397162,258
3078,delphi-llama2-800k,-930.6489244699478,195
1374,delphi-llama2-800k,-365.25933251157403,72
2554,delphi-llama2-800k,-977.6666282955557,260
708,delphi-llama2-800k,-305.75344679667614,395
3434,delphi-llama2-800k,-746.8646966293454,157
4062,delphi-llama2-800k,-261.50963646615855,111
1576,delphi-llama2-800k,-117.97254251933191,184
2333,delphi-llama2-800k,-508.00884315371513,163
3806,delphi-llama2-800k,-482.958383442834,119
1768,delphi-llama2-800k,-459.93776216870174,144
3054,delphi-llama2-800k,-743.784662252292,181
2404,delphi-llama2-800k,-990.9850716060027,327
2891,delphi-llama2-800k,-1067.1452208161354,205
2716,delphi-llama2-800k,-617.7261643062811,264
3521,delphi-llama2-800k,-487.8887394773774,155
1742,delphi-llama2-800k,-622.8134884536266,144
1644,delphi-llama2-800k,-88.90901194768958,193
2848,delphi-llama2-800k,-803.8498232886195,170
3938,delphi-llama2-800k,-201.136738199275,121
1133,delphi-llama2-800k,-855.0561254099011,169
2383,delphi-llama2-800k,-62.45886879178579,110
2094,delphi-llama2-800k,-871.8112068991177,211
3093,delphi-llama2-800k,-461.83535108622164,173
3419,delphi-llama2-800k,-681.1810998916626,162
3131,delphi-llama2-800k,-415.81203852570616,178
1914,delphi-llama2-800k,-97.38151741027832,12
2906,delphi-llama2-800k,-477.4782126764767,216
2194,delphi-llama2-800k,-797.9209483694285,305
2171,delphi-llama2-800k,-434.165743753314,173
3583,delphi-llama2-800k,-301.3976589580998,82
2670,delphi-llama2-800k,-186.79943812265992,53
1906,delphi-llama2-800k,-612.656454699114,286
1878,delphi-llama2-800k,-113.29823102097725,162
2214,delphi-llama2-800k,-197.4046335220337,29
3041,delphi-llama2-800k,-165.80706584081054,50
3571,delphi-llama2-800k,-558.4908468220383,143
2594,delphi-llama2-800k,-951.3347261250019,236
3408,delphi-llama2-800k,-434.5250406321138,223
3791,delphi-llama2-800k,-461.6968312263489,127
2858,delphi-llama2-800k,-485.44347305002157,193
1326,delphi-llama2-800k,-256.637330532074,35
1864,delphi-llama2-800k,-683.0421065613627,145
3332,delphi-llama2-800k,-98.14505958557129,14
3586,delphi-llama2-800k,-566.6578516028821,154
2510,delphi-llama2-800k,-1554.6601513251662,278
2049,delphi-llama2-800k,-1423.2348898723722,302
2991,delphi-llama2-800k,-1338.238813880831,270
1915,delphi-llama2-800k,-1127.4158593358006,466
2525,delphi-llama2-800k,-60.86459448561072,34
2933,delphi-llama2-800k,-929.2456553541124,204
3443,delphi-llama2-800k,-346.3875212708954,172
2611,delphi-llama2-800k,-948.1472193170339,298
2293,delphi-llama2-800k,-73.57392507520854,109
1062,delphi-llama2-800k,-120.31906371633522,101
1838,delphi-llama2-800k,-202.55438761622645,119
2893,delphi-llama2-800k,-897.023460060358,208
3990,delphi-llama2-800k,-255.73071234254166,99
2291,delphi-llama2-800k,-1438.0110884085298,310
2616,delphi-llama2-800k,-451.9207050204277,80
399,delphi-llama2-800k,-137.46281890105456,53
3228,delphi-llama2-800k,-218.60054178535938,46
1435,delphi-llama2-800k,-694.14954829216,107
1298,delphi-llama2-800k,-374.06746459007263,74
3615,delphi-llama2-800k,-621.1209762394428,161
3767,delphi-llama2-800k,-493.06979835033417,122
2966,delphi-llama2-800k,-440.08763307798654,210
2877,delphi-llama2-800k,-1101.3209182024002,189
2920,delphi-llama2-800k,-734.7133514136076,182
2572,delphi-llama2-800k,-616.5697114467621,120
2410,delphi-llama2-800k,-831.2773785716854,293
2149,delphi-llama2-800k,-909.6874484815635,320
2780,delphi-llama2-800k,-738.8637853264809,203
1629,delphi-llama2-800k,-73.91219407564495,99
2656,delphi-llama2-800k,-696.6205463437364,296
2672,delphi-llama2-800k,-712.9217473678291,226
3411,delphi-llama2-800k,-827.594976902008,135
1776,delphi-llama2-800k,-99.64768511615694,93
3647,delphi-llama2-800k,-390.2319809012115,139
3955,delphi-llama2-800k,-321.36349149700254,115
2755,delphi-llama2-800k,-443.05754390358925,221
3064,delphi-llama2-800k,-407.37042243173346,202
364,delphi-llama2-800k,-354.834745057713,335
3883,delphi-llama2-800k,-338.71221765247174,162
3006,delphi-llama2-800k,-53.47966858046129,37
1924,delphi-llama2-800k,-629.6527529779123,478
627,delphi-llama2-800k,-26.96924818865955,24
3021,delphi-llama2-800k,-777.5326014459133,166
2693,delphi-llama2-800k,-598.0722349900752,254
3598,delphi-llama2-800k,-251.05184257868677,115
532,delphi-llama2-800k,-1659.9956318212207,544
647,delphi-llama2-800k,-216.6115504950285,92
736,delphi-llama2-800k,-826.9551830329001,155
1052,delphi-llama2-800k,-25.962036333978176,72
4008,delphi-llama2-800k,-780.8975639343262,121
4018,delphi-llama2-800k,-288.65559733938426,115
1068,delphi-llama2-800k,-34.30676819011569,33
3739,delphi-llama2-800k,-468.66376274544746,172
2871,delphi-llama2-800k,-374.4839001726359,193
3035,delphi-llama2-800k,-689.6056454181671,163
3180,delphi-llama2-800k,-25.35303292531171,153
2999,delphi-llama2-800k,-532.3592568126041,276
3232,delphi-llama2-800k,-434.30078940838575,158
2845,delphi-llama2-800k,-567.8218035628088,219
1712,delphi-llama2-800k,-838.8610138436779,220
3782,delphi-llama2-800k,-1038.9776039123535,161
3882,delphi-llama2-800k,-744.3524984717369,139
1877,delphi-llama2-800k,-37.00391494813084,35
1961,delphi-llama2-800k,-37.070686728926376,104
3762,delphi-llama2-800k,-455.59479343518615,122
3435,delphi-llama2-800k,-336.891672459431,175
2581,delphi-llama2-800k,-1449.4282041341066,268
3287,delphi-llama2-800k,-361.5820406097919,120
2289,delphi-llama2-800k,-376.5750258897897,274
3706,delphi-llama2-800k,-362.1340794903226,112
2675,delphi-llama2-800k,-1252.8589205369353,275
3610,delphi-llama2-800k,-214.04163626767695,113
2783,delphi-llama2-800k,-869.0712802000344,197
1406,delphi-llama2-800k,-840.56986092031,143
3449,delphi-llama2-800k,-244.33113350346684,149
741,delphi-llama2-800k,-68.8439482129179,59
3430,delphi-llama2-800k,-308.11752432212234,130
3760,delphi-llama2-800k,-355.5048202648759,136
3347,delphi-llama2-800k,-853.9147689342499,148
3644,delphi-llama2-800k,-261.5836949367076,114
3192,delphi-llama2-800k,-479.10573197342455,171
2170,delphi-llama2-800k,-380.03406261920463,292
3562,delphi-llama2-800k,-588.9551889533177,254
2879,delphi-llama2-800k,-486.1179219391197,218
3283,delphi-llama2-800k,-803.7841977477074,168
696,delphi-llama2-800k,-58.30212651565671,14
2582,delphi-llama2-800k,-31.89744883257663,95
2711,delphi-llama2-800k,-52.87412929534912,7
2578,delphi-llama2-800k,-405.69195181527175,249
3816,delphi-llama2-800k,-3.2091200654685963,152
2152,delphi-llama2-800k,-711.8729344075546,258
1758,delphi-llama2-800k,-58.3517103898339,45
3126,delphi-llama2-800k,-761.9768369197845,183
1012,delphi-llama2-800k,-92.31435821784544,194
2039,delphi-llama2-800k,-1345.8719731038436,232
2673,delphi-llama2-800k,-20.594874902744778,104
3967,delphi-llama2-800k,-317.2701802733354,112
3817,delphi-llama2-800k,-205.7669975720346,132
1941,delphi-llama2-800k,-841.6849294968415,461
1880,delphi-llama2-800k,-48.06165765580954,102
3931,delphi-llama2-800k,-62.28743911557831,134
2338,delphi-llama2-800k,-151.35898885130882,45
3522,delphi-llama2-800k,-784.821937918663,138
2480,delphi-llama2-800k,-737.8170539634302,280
2266,delphi-llama2-800k,-586.5109454235062,289
2467,delphi-llama2-800k,-1307.4992664679885,291
1079,delphi-llama2-800k,-103.71149237756617,82
4094,delphi-llama2-800k,-16.790681838989258,3
1611,delphi-llama2-800k,-114.06804866390303,177
2464,delphi-llama2-800k,-877.6609292477369,262
1336,delphi-llama2-800k,-47.27312304406951,182
1366,delphi-llama2-800k,-110.34920793771744,46
2207,delphi-llama2-800k,-1485.8193033803254,384
2141,delphi-llama2-800k,-257.2300736308098,32
3897,delphi-llama2-800k,-390.79806730151176,111
3008,delphi-llama2-800k,-467.26004242524505,148
2907,delphi-llama2-800k,-330.85423461534083,207
3506,delphi-llama2-800k,-310.059028272517,136
1580,delphi-llama2-800k,-1580.9929460377898,742
2138,delphi-llama2-800k,-349.38982121646404,53
2270,delphi-llama2-800k,-436.28012819821015,180
1008,delphi-llama2-800k,-191.4918339746073,122
3894,delphi-llama2-800k,-397.0599006023258,111
644,delphi-llama2-800k,-153.35455232218374,194
870,delphi-llama2-800k,-18.281474793329835,18
3686,delphi-llama2-800k,-754.751094698906,138
1006,delphi-llama2-800k,-88.85627458058298,32
3958,delphi-llama2-800k,-646.6716319322586,118
3263,delphi-llama2-800k,-109.41362274438143,32
2712,delphi-llama2-800k,-44.622618826851976,112
3465,delphi-llama2-800k,-271.31157579133287,126
3059,delphi-llama2-800k,-90.92064907774329,35
2420,delphi-llama2-800k,-433.99043900100514,189
2964,delphi-llama2-800k,-125.80061508715153,32
3492,delphi-llama2-800k,-4.993510127067566,3
1851,delphi-llama2-800k,-1140.5049753665226,528
2332,delphi-llama2-800k,-477.9564953474328,199
1668,delphi-llama2-800k,-101.77234112820588,246
3127,delphi-llama2-800k,-26.48135626115254,250
3534,delphi-llama2-800k,-12.727964101359248,23
1902,delphi-llama2-800k,-9.1048390166834,37
3725,delphi-llama2-800k,-624.4396765306592,117
2985,delphi-llama2-800k,-133.4414303302765,20
2387,delphi-llama2-800k,-1533.284773182124,330
1070,delphi-llama2-800k,-15.656770706176758,5
2992,delphi-llama2-800k,-881.1272993087769,185
4081,delphi-llama2-800k,-498.5532200932503,92
1769,delphi-llama2-800k,-57.1144465963589,157
3919,delphi-llama2-800k,-326.5662938281894,132
4013,delphi-llama2-800k,-3.6669213413842954,134
3873,delphi-llama2-800k,-9.82441682368517,3
3148,delphi-llama2-800k,-1153.410974264145,165
2352,delphi-llama2-800k,-566.0075173377991,124
1373,delphi-llama2-800k,-632.0397154092789,109
674,delphi-llama2-800k,-106.32279066072078,270
2019,delphi-llama2-800k,-1613.199000813067,439
659,delphi-llama2-800k,-199.7774687409401,42
1426,delphi-llama2-800k,-75.68549437070033,88
2968,delphi-llama2-800k,-45.297802459448576,168
1751,delphi-llama2-800k,-815.7964865133399,567
2665,delphi-llama2-800k,-965.5189909040928,243
1735,delphi-llama2-800k,-17.413114947557915,71
1536,delphi-llama2-800k,-50.43334182398394,84
3211,delphi-llama2-800k,-690.3446775376797,158
2627,delphi-llama2-800k,-436.72644001897424,254
3466,delphi-llama2-800k,-218.99393443064764,120
2208,delphi-llama2-800k,-96.55383169744164,100
3341,delphi-llama2-800k,-316.74886436224915,182
1199,delphi-llama2-800k,-51.791293171583675,82
3792,delphi-llama2-800k,-481.4957291074097,113
3700,delphi-llama2-800k,-699.0645029246807,134
3427,delphi-llama2-800k,-361.4450347609818,147
3422,delphi-llama2-800k,-546.8535190299153,150
3511,delphi-llama2-800k,-594.7202865323052,197
2831,delphi-llama2-800k,-511.67964550131,257
867,delphi-llama2-800k,-130.6685214737081,132
542,delphi-llama2-800k,-96.22084380645538,159
3251,delphi-llama2-800k,-290.5037541743368,159
3997,delphi-llama2-800k,-304.05262684170157,103
2455,delphi-llama2-800k,-836.0354899019003,147
3795,delphi-llama2-800k,-243.89582472853363,143
3718,delphi-llama2-800k,-227.5379646231886,102
3333,delphi-llama2-800k,-297.03115550335497,135
1818,delphi-llama2-800k,-219.0112590789795,36
3094,delphi-llama2-800k,-320.34538772609085,166
3650,delphi-llama2-800k,-443.79364218423143,192
1819,delphi-llama2-800k,-686.7231144825928,357
2258,delphi-llama2-800k,-252.08481168746948,29
3825,delphi-llama2-800k,-393.49803533032537,136
3174,delphi-llama2-800k,-467.29736496694386,162
2032,delphi-llama2-800k,-81.94497424992733,142
3694,delphi-llama2-800k,-176.4499225616455,23
3353,delphi-llama2-800k,-474.6497467746958,155
1919,delphi-llama2-800k,-235.03851857502013,114
2745,delphi-llama2-800k,-741.4611921920441,232
2121,delphi-llama2-800k,-7.165310382843018,1
1766,delphi-llama2-800k,-56.348310628323816,56
2782,delphi-llama2-800k,-89.29601329180878,270
2817,delphi-llama2-800k,-23.597377511905506,41
2407,delphi-llama2-800k,-661.4175588898361,138
2927,delphi-llama2-800k,-497.77193181589246,175
1113,delphi-llama2-800k,-21.394287727074698,17
3591,delphi-llama2-800k,-339.15735185937956,178
546,delphi-llama2-800k,-67.1427978486754,200
3267,delphi-llama2-800k,-317.15356611600146,155
2543,delphi-llama2-800k,-1235.805880934,236
3613,delphi-llama2-800k,-431.2373943757266,136
790,delphi-llama2-800k,-314.0226841419935,276
1953,delphi-llama2-800k,-0.733693873975426,16
1578,delphi-llama2-800k,-52.203945835120976,61
3671,delphi-llama2-800k,-340.8925009726081,130
3551,delphi-llama2-800k,-374.6677984534763,142
3334,delphi-llama2-800k,-334.16642144485377,169
3171,delphi-llama2-800k,-733.1689221560955,174
3572,delphi-llama2-800k,-406.6592622175813,143
3306,delphi-llama2-800k,-268.1747577479109,125
3805,delphi-llama2-800k,-789.7539899721742,130
553,delphi-llama2-800k,-30.072292625613045,121
3836,delphi-llama2-800k,-473.2967102837283,154
2599,delphi-llama2-800k,-32.186538008973,62
2468,delphi-llama2-800k,-425.4065136909485,55
3746,delphi-llama2-800k,-358.2266152878292,153
2784,delphi-llama2-800k,-570.0552781121805,197
2301,delphi-llama2-800k,-505.3443634137511,94
2808,delphi-llama2-800k,-726.2670960202813,200
2892,delphi-llama2-800k,-439.0629165265709,186
2186,delphi-llama2-800k,-218.84377600066364,65
2058,delphi-llama2-800k,-310.53723311424255,45
2066,delphi-llama2-800k,-500.180353961885,122
2373,delphi-llama2-800k,-246.95776396989822,55
3380,delphi-llama2-800k,-419.2284337435849,112
3975,delphi-llama2-800k,-430.5876474485267,140
1252,delphi-llama2-800k,-34.91563682776177,143
3286,delphi-llama2-800k,-979.6594107151031,157
2835,delphi-llama2-800k,-652.6925547127612,294
2434,delphi-llama2-800k,-88.37557140210993,106
3218,delphi-llama2-800k,-436.1261410440784,142
3577,delphi-llama2-800k,-194.28543607890606,92
3246,delphi-llama2-800k,-417.1205933280289,158
2928,delphi-llama2-800k,-669.3737017922103,184
3396,delphi-llama2-800k,-450.17906678747386,151
666,delphi-llama2-800k,-707.1691389083862,112
1585,delphi-llama2-800k,-43.27509710448794,35
680,delphi-llama2-800k,-45.29592051054351,112
3404,delphi-llama2-800k,-74.2035882048076,154
3713,delphi-llama2-800k,-229.7762350142002,144
3660,delphi-llama2-800k,-373.4503880161792,124
461,delphi-llama2-800k,-813.1545144747943,149
3194,delphi-llama2-800k,-496.87699391064234,168
3312,delphi-llama2-800k,-35.798414977500215,42
2536,delphi-llama2-800k,-823.9501276812516,291
3184,delphi-llama2-800k,-545.8390521723777,185
3989,delphi-llama2-800k,-920.6904387772083,140
2949,delphi-llama2-800k,-590.1389427576214,217
3391,delphi-llama2-800k,-420.8608679934405,157
3381,delphi-llama2-800k,-233.53546349611133,119
3209,delphi-llama2-800k,-349.83768569352105,183
3963,delphi-llama2-800k,-350.5657882280648,121
1984,delphi-llama2-800k,-1029.2681969357654,495
3485,delphi-llama2-800k,-972.2782979160547,158
3394,delphi-llama2-800k,-359.9585343601648,158
2084,delphi-llama2-800k,-107.36026815604419,44
3197,delphi-llama2-800k,-478.6484460399952,195
588,delphi-llama2-800k,-146.16269173193723,129
2552,delphi-llama2-800k,-815.0668088169768,230
3280,delphi-llama2-800k,-248.73308992385864,35
3238,delphi-llama2-800k,-894.0772907212377,213
2953,delphi-llama2-800k,-25.2650039345026,22
1573,delphi-llama2-800k,-74.45124769210815,9
1738,delphi-llama2-800k,-62.68363358080387,12
3722,delphi-llama2-800k,-537.6825725007802,169
3968,delphi-llama2-800k,-411.3571090474725,113
2027,delphi-llama2-800k,-104.25482721344451,121
1675,delphi-llama2-800k,-50.23285981360823,13
2826,delphi-llama2-800k,-254.9491481781006,51
3400,delphi-llama2-800k,-441.21697609405965,189
2981,delphi-llama2-800k,-667.4502797736786,216
2648,delphi-llama2-800k,-426.97966888546944,76
3778,delphi-llama2-800k,-109.20458023960236,108
1600,delphi-llama2-800k,-41.49562270846218,42
1506,delphi-llama2-800k,-14.771623134613037,2
3773,delphi-llama2-800k,-549.2609792668372,133
2608,delphi-llama2-800k,-146.01479822397232,32
2078,delphi-llama2-800k,-67.19278085790575,55
2363,delphi-llama2-800k,-1323.135106495116,313
3774,delphi-llama2-800k,-329.0743625862524,129
1716,delphi-llama2-800k,-84.43146502971649,19
2360,delphi-llama2-800k,-18.429355163127184,60
1690,delphi-llama2-800k,-457.9738211631775,97
1730,delphi-llama2-800k,-404.5859797298908,75
3589,delphi-llama2-800k,-15.730138029990485,152
3042,delphi-llama2-800k,-417.7339419880882,178
3565,delphi-llama2-800k,-587.85177763924,125
3395,delphi-llama2-800k,-280.0592414634302,124
3451,delphi-llama2-800k,-226.0375566482544,35
3226,delphi-llama2-800k,-206.08110022731125,99
2484,delphi-llama2-800k,-603.1250541768968,114
695,delphi-llama2-800k,-91.93299597594887,63
883,delphi-llama2-800k,-249.90895235538483,56
3108,delphi-llama2-800k,-21.217414617771283,62
3544,delphi-llama2-800k,-598.2240045778453,139
508,delphi-llama2-800k,-16.97509963810444,12
2329,delphi-llama2-800k,-52.478083175607026,27
3633,delphi-llama2-800k,-447.12820282718167,160
3337,delphi-llama2-800k,-754.434972347226,179
2188,delphi-llama2-800k,-1207.848784223199,198
2401,delphi-llama2-800k,-61.85095262527466,7
2915,delphi-llama2-800k,-1344.4203975200653,197
804,delphi-llama2-800k,-188.66449999809265,31
3756,delphi-llama2-800k,-416.22965427301824,150
1803,delphi-llama2-800k,-125.20947649236768,122
2180,delphi-llama2-800k,-962.3884226274677,303
3097,delphi-llama2-800k,-346.20410225261,116
2840,delphi-llama2-800k,-181.80274172127247,30
3222,delphi-llama2-800k,-409.73942075972445,137
3137,delphi-llama2-800k,-301.8314099321142,178
2129,delphi-llama2-800k,-912.9948599117342,450
3017,delphi-llama2-800k,-502.1772473468445,171
3360,delphi-llama2-800k,-334.1350893024355,115
3440,delphi-llama2-800k,-20.73136329650879,1
1849,delphi-llama2-800k,-475.20885290950537,78
3453,delphi-llama2-800k,-351.1350271247793,142
3484,delphi-llama2-800k,-406.36434224806726,128
1618,delphi-llama2-800k,-566.2204276397824,125
3639,delphi-llama2-800k,-271.26259844808374,137
3731,delphi-llama2-800k,-401.7909904755652,122
3974,delphi-llama2-800k,-610.2680843062699,128
3046,delphi-llama2-800k,-754.0472818315029,151
1648,delphi-llama2-800k,-1086.8453911277466,459
3339,delphi-llama2-800k,-30.94480013847351,5
3714,delphi-llama2-800k,-0.2681440655142069,5
3558,delphi-llama2-800k,-237.58976125949994,121
3858,delphi-llama2-800k,-400.2111663464457,148
3373,delphi-llama2-800k,-428.79265347495675,135
2010,delphi-llama2-800k,-97.22101874649525,19
3914,delphi-llama2-800k,-354.9592227768153,132
3916,delphi-llama2-800k,-512.896764729172,115
2684,delphi-llama2-800k,-1252.495309703052,229
1699,delphi-llama2-800k,-270.75663041323423,100
2181,delphi-llama2-800k,-35.564347849809565,56
3691,delphi-llama2-800k,-77.73277270507242,104
1846,delphi-llama2-800k,-22.131146604195237,20
2071,delphi-llama2-800k,-399.7622778713703,117
3236,delphi-llama2-800k,-42.69629144668579,6
3268,delphi-llama2-800k,-362.39061634335667,136
3039,delphi-llama2-800k,-327.6169052046025,192
3891,delphi-llama2-800k,-247.5508160153404,125
1332,delphi-llama2-800k,-8.30045407632133,74
590,delphi-llama2-800k,-180.23689083923819,263
3012,delphi-llama2-800k,-420.3293217867613,143
2278,delphi-llama2-800k,-685.1813733745366,334
2003,delphi-llama2-800k,-49.54838216304779,4
1362,delphi-llama2-800k,-32.10587822517846,75
2767,delphi-llama2-800k,-1134.5968188866973,266
2537,delphi-llama2-800k,-362.1103631258011,76
1918,delphi-llama2-800k,-129.41424743272364,79
2978,delphi-llama2-800k,-1101.8046617358923,240
2396,delphi-llama2-800k,-10.908568814396858,6
3005,delphi-llama2-800k,-432.0276787104085,211
1152,delphi-llama2-800k,-517.6377077996731,91
431,delphi-llama2-800k,-569.5198216438293,72
3788,delphi-llama2-800k,-73.54085510247387,105
4007,delphi-llama2-800k,-379.0412215270335,171
3658,delphi-llama2-800k,-287.4330623075366,110
2450,delphi-llama2-800k,-578.7783034509048,268
4083,delphi-llama2-800k,-703.551901102066,103
2916,delphi-llama2-800k,-353.46066349744797,65
3142,delphi-llama2-800k,-21.761352837085724,5
2144,delphi-llama2-800k,-288.93449303507805,57
1553,delphi-llama2-800k,-606.1549441814423,86
2814,delphi-llama2-800k,-14.261052155867219,13
2970,delphi-llama2-800k,-19.077220022678375,7
2946,delphi-llama2-800k,-632.5563635951839,231
3688,delphi-llama2-800k,-163.59744771756232,97
2798,delphi-llama2-800k,-7.563725083135068,20
3555,delphi-llama2-800k,-611.2691574059427,149
3488,delphi-llama2-800k,-407.23119279555976,176
898,delphi-llama2-800k,-40.5978494733572,17
2770,delphi-llama2-800k,-615.375761676114,265
970,delphi-llama2-800k,-437.7559175491333,60
1269,delphi-llama2-800k,-1370.8544047197793,1015
3620,delphi-llama2-800k,-0.38088592886924744,2
2959,delphi-llama2-800k,-599.3531185388565,164
860,delphi-llama2-800k,-313.5420904159546,36
3460,delphi-llama2-800k,-354.4997549529653,160
3406,delphi-llama2-800k,-2.7043606298975646,17
4006,delphi-llama2-800k,-417.06958093401045,150
3292,delphi-llama2-800k,-33.92304754443467,40
3456,delphi-llama2-800k,-394.3880043006502,188
2735,delphi-llama2-800k,-76.48172154475469,106
2619,delphi-llama2-800k,-625.6411341428757,114
1786,delphi-llama2-800k,-706.2215726822615,139
2597,delphi-llama2-800k,-338.83332419395447,47
3149,delphi-llama2-800k,-441.90201937407255,154
3152,delphi-llama2-800k,-280.9229201299604,134
1033,delphi-llama2-800k,-101.33650887012482,14
2542,delphi-llama2-800k,-373.5902717374265,106
1972,delphi-llama2-800k,-69.80702209472656,11
1167,delphi-llama2-800k,-416.7527689933777,100
1960,delphi-llama2-800k,-912.8975961431861,415
784,delphi-llama2-800k,-71.00750162824988,89
2846,delphi-llama2-800k,-1036.9741147980094,204
2535,delphi-llama2-800k,-317.1847219178453,186
1772,delphi-llama2-800k,-199.02512927819043,56
952,delphi-llama2-800k,-27.10239001433365,216
2456,delphi-llama2-800k,-743.7455852050334,134
2399,delphi-llama2-800k,-32.18111205101013,12
3033,delphi-llama2-800k,-527.7689131852239,205
3867,delphi-llama2-800k,-58.7070050330949,129
3962,delphi-llama2-800k,-443.2076675146818,148
3468,delphi-llama2-800k,-485.9373157694936,217
1528,delphi-llama2-800k,-32.059420017234515,52
1246,delphi-llama2-800k,-38.448197880294174,28
2811,delphi-llama2-800k,-13.307615987956524,7
3119,delphi-llama2-800k,-4.63669319730252,9
2941,delphi-llama2-800k,-9.958431243896484,1
438,delphi-llama2-800k,-262.5191472172737,40
961,delphi-llama2-800k,-359.5554975271225,53
4086,delphi-llama2-800k,-73.52966131269932,42
4087,delphi-llama2-800k,-18.812623620033264,24
3763,delphi-llama2-800k,-269.37648662226275,130
831,delphi-llama2-800k,-40.577537555655,78
2961,delphi-llama2-800k,-790.9258582990151,226
2497,delphi-llama2-800k,-563.8469756850973,299
3668,delphi-llama2-800k,-454.9414057992399,141
2142,delphi-llama2-800k,-5.185709154407959,86
3162,delphi-llama2-800k,-425.1246761009097,192
2169,delphi-llama2-800k,-1117.4798289034516,299
3777,delphi-llama2-800k,-37.78089914971497,157
747,delphi-llama2-800k,-21.468430205830373,40
2853,delphi-llama2-800k,-7.48963737487793,3
3810,delphi-llama2-800k,-340.82056463882327,125
3770,delphi-llama2-800k,-384.8761527258903,181
4004,delphi-llama2-800k,-123.16357509810769,153
2037,delphi-llama2-800k,-30.451023757923394,9
3350,delphi-llama2-800k,-57.62205934524536,7
2056,delphi-llama2-800k,-11.65075164171867,30
1120,delphi-llama2-800k,-38.2495698928833,5
2689,delphi-llama2-800k,-347.0461220298894,93
2861,delphi-llama2-800k,-18.566606989013962,45
2294,delphi-llama2-800k,-641.3182560574496,296
3027,delphi-llama2-800k,-439.15651508350857,182
2849,delphi-llama2-800k,-709.6497182715684,204
3748,delphi-llama2-800k,-452.13757422193885,179
1719,delphi-llama2-800k,-36.72284334246069,44
2417,delphi-llama2-800k,-67.20813971717143,92
3423,delphi-llama2-800k,-332.53773332573473,139
2989,delphi-llama2-800k,-42.11642953683622,78
3961,delphi-llama2-800k,-270.62838713126257,131
3458,delphi-llama2-800k,-255.78157239547,138
2574,delphi-llama2-800k,-29.612362653017044,19
2086,delphi-llama2-800k,-282.34190302342176,101
1074,delphi-llama2-800k,-121.83761697483715,89
1409,delphi-llama2-800k,-1014.1107668029144,303
3106,delphi-llama2-800k,-16.774949322920293,177
3697,delphi-llama2-800k,-307.94767227582633,164
3074,delphi-llama2-800k,-426.23205695766956,199
1291,delphi-llama2-800k,-29.489943504333496,4
3445,delphi-llama2-800k,-155.96759378910065,31
3367,delphi-llama2-800k,-425.143812375376,156
2924,delphi-llama2-800k,-59.07170178799424,58
428,delphi-llama2-800k,-207.8101955166203,252
3151,delphi-llama2-800k,-92.00459836533992,188
3365,delphi-llama2-800k,-221.037064014934,132
3201,delphi-llama2-800k,-44.530053014401346,40
3781,delphi-llama2-800k,-296.3860944826156,127
3139,delphi-llama2-800k,-344.29801592370495,215
3932,delphi-llama2-800k,-58.759930439060554,160
1640,delphi-llama2-800k,-386.1610388495028,93
3070,delphi-llama2-800k,-443.7392576560378,147
3828,delphi-llama2-800k,-302.00653879810125,124
1957,delphi-llama2-800k,-722.2724891291,314
1894,delphi-llama2-800k,-89.03109431266785,14
3361,delphi-llama2-800k,-485.23972449149005,142
3310,delphi-llama2-800k,-474.8595667714253,196
1925,delphi-llama2-800k,-257.5021421909332,39
444,delphi-llama2-800k,-195.0126344327,153
772,delphi-llama2-800k,-113.634840965271,13
3761,delphi-llama2-800k,-252.2898269360885,103
2733,delphi-llama2-800k,-48.513086557388306,6
3259,delphi-llama2-800k,-208.853959758766,120
1129,delphi-llama2-800k,-129.0656809238717,114
3502,delphi-llama2-800k,-546.1181630790234,150
2347,delphi-llama2-800k,-93.33123588562012,9
2937,delphi-llama2-800k,-899.1754974275827,207
3801,delphi-llama2-800k,-390.22520096600056,146
3585,delphi-llama2-800k,-420.9951612604782,165
1970,delphi-llama2-800k,-108.85987921059132,30
2076,delphi-llama2-800k,-99.32376772910357,24
